Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
UKR,France,2023,,12,,CAESAR 155mm,self-propelled gun,12,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.44,5.28,5.28
UKR,France,2023,?,12,,CAESAR 155mm,self-propelled gun,0,,,New,Second-hand; aid after 2022 Russian invasion of Ukraine,1.1,13.2,0
UKR,France,2022,?,19,,CAESAR 155mm,self-propelled gun,19,,2023,New,CAESAR-2 version; originally ordered by Denmark but supplied to Ukraine after 2022 Russian invasion of Ukraine; financed by aid from Denmark,1.07,20.33,20.33
UKR,France,2022,,4,?,Crotale-NG,SAM system,4,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,4,16,16
UKR,France,2020,,20,,FPB-98,patrol craft,8,?,2023,New,EUR137 m deal (incl 5 years support; 85% financed with French loans); for border guard; FPB-98 Mk-1 version; incl 5 produced under licence in Ukraine,6.5,130,52
UKR,France,2023,,1,?,Ground Master-200,air search radar,1,?,2023,New,,10,10,10
UKR,France,2018,,12,,H725 Caracal,transport helicopter,12,?,2018; 2019; 2021; 2022,Second hand,Second-hand (but modernized before delivery in Romania); part of EUR555 m deal; H225 version,3.2,38.4,38.4
UKR,France,2022,,50,?,FGM-148 Javelin,anti-tank missile,50,?,2022,Second hand,Second-hand; aid after Russian invasion of Ukraine,0.01,0.6,0.6
UKR,France,2022,,4,,M-270 MLRS 227mm,self-propelled MRL,4,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; LRU version,0.48,1.92,1.92
UKR,France,2022,,704,?,MILAN,anti-tank missile,704,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0,2.82,2.82
UKR,France,2022,,50,?,Mistral,portable SAM,50,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.04,1.8,1.8
UKR,France,2022,,10,,MO-120-RT 120mm,mortar,10,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; designation uncertain (reported as '120mm mortar'),0.12,1.2,1.2
UKR,France,2022,,1,,SAMP/T,ABM/SAM system,1,,2023,Second hand,Probably second-hand; aid after 2022 Russian invasion of Ukraine (in cooperation with Italy; incl delivery of launchers from Italy),22,22,22
UKR,France,2023,,90,?,Storm Shadow/SCALP-EG,ASM,50,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; delivery planned 2023-2024,0.26,23.04,12.8
UKR,France,2022,,15,?,TR-F-1 155mm,towed gun,15,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.38,5.7,5.7
UKR,France,2022,,60,,VAB-VTT,APC,60,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.12,7.2,7.2
UKR,France,2022,,100,?,VT-1,SAM,100,?,2022,Second hand,Second-hand; aid; for Crotale-NG SAM systems,0.06,6,6
UKR,Germany,2023,,8,,AIM-7E Sparrow,BVRAAM,8,,2023,Second hand,RIM-7 Sea Sparrow (SAM) version; financed by Belgian aid,0.06,0.48,0.48
UKR,Germany,2022,,26,,BrPz-1 Biber,armoured bridgelayer,14,,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; delivery planned 2022-2024,0.4,10.4,5.6
UKR,Germany,2022,,16,?,BPz-2,ARV,15,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.56,8.96,8.4
UKR,Germany,2023,,42,,BPz-2,ARV,16,,2023,Second hand but modernized,Second-hand but modernixed to Wisent-1 MCT AEV version; aid after 2022 Russian invasion of Ukraine,0.92,38.81,14.78
UKR,Germany,2022,?,2,,Buffel,ARV,2,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.9,1.8,1.8
UKR,Germany,2022,,1,?,COBRA,artillery locating radar,1,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,4,4,4
UKR,Germany,2022,,5,,PiPz-2 Dachs,AEV,5,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.8,4,4
UKR,Germany,2022,,50,,Dingo-2,APC,50,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.14,7,7
UKR,Germany,2023,?,10,?,Eagle,APV,10,?,2023,Second hand,Eagle-1 version; second-hand; supplier uncertain; probably from Germany,0.06,0.56,0.56
UKR,Germany,2022,,67,,Gepard,self-propelled AA gun,52,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,3.6,241.2,187.2
UKR,Germany,2022,,294,?,GMLRS,guided rocket,294,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for MLRS MRL,0.03,9.41,9.41
UKR,Germany,2023,,120,,IRIS-T,BVRAAM,120,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for IRIS-T SAM launchers,0.08,9.6,9.6
UKR,Germany,2022,,12,,IRIS-T SL,SAM system,3,?,2022; 2023,New,Aid after 2022 Russian invasion of Ukraine; delivery planned 2022-2024,17.5,210,52.5
UKR,Germany,2022,,1000,?,IRIS-T SLM,SAM,500,?,2022; 2023,New,For IRIS-T SL SAM system,0.4,400,200
UKR,Germany,2023,,110,,Leopard-1A5,tank,30,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; financed by Denmark; Germany and Netherlands aid,1.04,114.4,31.2
UKR,Germany,2023,,14,,Leopard-2A4,tank,0,,,Second hand but modernized,Second-hand but probably modernized before delivery; financed by EUR165 m aid from Denmark and Netherlands; delivery planned 2024,2.64,36.96,0
UKR,Germany,2022,?,18,,Leopard-2A6,tank,18,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,2,36,36
UKR,Germany,2023,,5,?,Luna-NG,UAV,5,?,2023,New,Aid after 2022 Russian invasion of Ukraine; delivery planned 2023,0.2,1,1
UKR,Germany,2022,,5,,M-270 MLRS 227mm,self-propelled MRL,5,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; MARS-2 version,0.48,2.4,2.4
UKR,Germany,2022,,120,,Marder-1A3,IFV,90,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.68,81.6,61.2
UKR,Germany,2022,?,175,?,MIM-104 PAC-2,SAM,175,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.4,70,70
UKR,Germany,2023,,2,,Patriot Configuration-3,SAM system,2,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,22,44,44
UKR,Germany,2022,,14,,PzH-2000 155mm,self-propelled gun,14,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.8,25.2,25.2
UKR,Germany,2022,,18,,RCH-155,self-propelled gun,0,,,New,Aid after 2022 Russian invasion of Ukraine; delivery planned from 2024,0,0,0
UKR,Germany,2023,?,6,,Sea King Mk-41,transport helicopter,0,,,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Sea King Mk-41 KWS version; delivery planned 2024,2.5,15,0
UKR,Germany,2022,,100,?,DM-702 SMART-155,guided shell,100,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.02,1.6,1.6
UKR,Germany,2022,,500,,Stinger,portable SAM,500,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.03,16,16
UKR,Germany,2022,,2700,?,Strela-2,portable SAM,2700,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.02,43.2,43.2
UKR,Germany,2023,,8,?,TRML-4D,air search radar,8,?,2023,New,Aid after 2022 Russian invasion of Ukraine,12,96,96
UKR,Germany,2022,,54,?,vehicle engine,vehicle engine,5,?,2022,New,MTU MT-881 Ka-500 (1000hp) diesel engine for 54 Krab self-propelled guns from Poland; possibly from South Korean production line,0.16,8.64,0.8
UKR,Germany,2022,,255,?,Vulcano-GLR,guided shell,255,?,2023,New,Aid after 2022 Russian invasion of Ukraine,0.04,10.2,10.2
UKR,Greece,2022,,40,,BMP-1,IFV,40,,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.36,14.4,14.4
UKR,Italy,2023,,75,?,Aspide,BVRAAM/SAM,75,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for Spada-2000 SAM,0.07,5.4,5.4
UKR,Italy,2022,,100,?,ASTER-30,SAM,100,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; ASTER-30 Block-1 version; for SAMP/T SAM system delivered by France in cooperation with Italy,0.4,40,40
UKR,Italy,2022,,10,?,FH-70 155mm,towed gun,10,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.4,4,4
UKR,Italy,2022,,10,,LMV,APV,10,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.06,0.6,0.6
UKR,Italy,2022,,60,?,M-109A1 155mm,self-propelled gun,60,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; M-109L version,0.44,26.4,26.4
UKR,Italy,2022,,20,?,M-113,APC,20,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.1,2,2
UKR,Italy,2022,,2,,M-270 MLRS 227mm,self-propelled MRL,2,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.48,0.96,0.96
UKR,Italy,2022,,11,,MLS Shield,APC,11,,2022,New,,0.3,3.3,3.3
UKR,Italy,2022,,6,,PzH-2000 155mm,self-propelled gun,6,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.8,10.8,10.8
UKR,Italy,2023,,1,,Spada-2000,SAM system,1,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,6.4,6.4,6.4
UKR,Italy,2022,,2,,X-TAR,air search radar,1,,2023,New,For use with GDM-008 Mk-1 anti-aircraft guns (part of Skyshield-35 (Skynex) air defence systems); financed by German aid,5,10,5
UKR,Jordan,2023,,60,?,Gepard,self-propelled AA gun,0,,,Second hand,Second-hand; financed by USA as aid after 2022 Russian invasion of Ukraine; delivery planned by 2024,3.6,216,0
UKR,South Korea,2022,,54,,K-9,self-propelled gun chassis,5,?,2022,New,Chassis for 54 Krab self-propelled guns from Poland; from Polish production line,0.59,31.86,2.95
UKR,Latvia,2022,,6,,M-109A5 155mm,self-propelled gun,6,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; M-109A5Oe version,0.5,3,3
UKR,Latvia,2022,,4,,Mi-17,transport helicopter,4,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl 2 Mi-8MTV-1 version,2.9,11.6,11.6
UKR,Latvia,2022,,2,,Mi-2,light helicopter,2,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.44,0.88,0.88
UKR,Latvia,2022,,10,?,Penguin,UAV,10,?,2022,New,UAH651m ($17.5 m) deal; Penguin-C Mk-2 version,0.05,0.5,0.5
UKR,Latvia,2022,,12,?,Stinger,portable SAM,12,?,2022,Second hand,Second-hand; aid,0.03,0.38,0.38
UKR,Latvia,2022,?,20,?,Stinger,portable SAM,20,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.03,0.64,0.64
UKR,Lithuania,2022,,30,?,2B11 120mm,mortar,30,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; designation uncertain (reported as '120mm mortar'),0.1,3,3
UKR,Lithuania,2021,,1,,L-39Z Albatros,trainer/combat aircraft,1,,2021,Second hand,Second-hand; aid; L-39ZA version,2,2,2
UKR,Lithuania,2022,,18,?,M-101A1 105mm,towed gun,18,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.18,3.24,3.24
UKR,Lithuania,2022,,72,,M-113,APC,72,,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl M-577 command post and probably mortar carrier and artillery observation/command versions,0.1,7.2,7.2
UKR,Lithuania,2022,?,2,,Mi-17,transport helicopter,2,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Mi-8 version,2.9,5.8,5.8
UKR,Lithuania,2022,,25,?,Stinger,portable SAM,25,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.03,0.8,0.8
UKR,Luxembourg,2022,,100,,NLAW,anti-tank missile,100,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0,0.4,0.4
UKR,North Macedonia,2022,,4,?,Su-25,ground attack aircraft,4,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl 1 Su-25UB combat/trainer version,4.6,18.4,18.4
UKR,North Macedonia,2022,,30,?,T-72M1,tank,30,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.04,31.2,31.2
UKR,Morocco,2022,,90,,T-72B,tank,90,?,2022; 2023,Second hand,Second-hand (but modernized in Czechia before delivery); financed by Netherlands and USA as aid after 2022 Russian invasion of Ukraine (were in Czechia for modernization for Morocco diverted to Ukraine; possibly as sale via Czech company for USA and Netherlands aid to Ukraine or possibly delivered to Ukraine without permission from Morocco),1.04,93.6,93.6
UKR,Netherlands,2022,,226,?,AIFV-APC,APC,226,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; YPR-765 version,0.12,27.12,27.12
UKR,Netherlands,2022,,15,?,AIM-120B AMRAAM,BVRAAM,15,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.16,2.4,2.4
UKR,Netherlands,2023,,5,,BrPz-1 Biber,armoured bridgelayer,5,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.4,2,2
UKR,Netherlands,2022,,10,?,BvS-10,APC,10,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.1,1,1
UKR,Netherlands,2023,,18,?,F-16C,FGA aircraft,0,,,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; F-16AM version (incl some F-16BM/F-16D); delivery planned from 2024,11.4,205.2,0
UKR,Netherlands,2023,,8,?,Fennek,reconnaissance AV,8,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.12,0.96,0.96
UKR,Netherlands,2022,,10,?,Harpoon Block-2,anti-ship missile/SSM,10,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.4,4,4
UKR,Netherlands,2022,?,40,?,MIM-104 PAC-2,SAM,40,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; version uncertain (reported as 'Patriot missiles'),0.4,16,16
UKR,Netherlands,2022,,10,?,MO-120-RT 120mm,mortar,10,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.12,1.2,1.2
UKR,Netherlands,2022,?,8,,PzH-2000 155mm,self-propelled gun,8,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.8,14.4,14.4
UKR,Netherlands,2020,?,2,,SMART,air search radar,0,,,New,SMART-S Mk-2 version; for 2 MilGem-G frigates produced in Turkey,12.5,25,0
UKR,Netherlands,2022,,2,,SQUIRE,ground surv radar,2,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.2,0.4,0.4
UKR,Netherlands,2020,?,4,?,STING,fire control radar,0,,,New,For 2 MilGem-G frigates produced in Turkey,4.75,19,0
UKR,Netherlands,2022,,200,,Stinger,portable SAM,200,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.03,6.4,6.4
UKR,Netherlands,2022,,5,,TPQ-36 Firefinder,artillery locating radar,5,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.2,6,6
UKR,Netherlands,2023,,2,,Tripartite,MCM ship,0,,,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Alkmaar version; delivery planned 2025,22,44,0
UKR,Norway,2022,,160,,AGM-114 Hellfire,anti-tank missile,160,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Rb-17 (AIM-114C) version for coastal defence,0.02,2.56,2.56
UKR,Norway,2023,,3,,ARTHUR,artillery locating radar,3,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.6,4.8,4.8
UKR,Norway,2023,,4,,BPz-2,ARV,4,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl 2 NM-189 version,0.56,2.24,2.24
UKR,Norway,2023,,5,?,Dingo-2,APC,5,?,2023,Second hand but modernized,Second-hand but modernized to Dingo CORTEX Typhon version,0.23,1.16,1.16
UKR,Norway,2023,,12,?,F-16C,FGA aircraft,0,,,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; F-16AM version,11.4,136.8,0
UKR,Norway,2023,,100,?,IRIS-T,BVRAAM,100,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for IRIS-T SAM systems,0.08,8,8
UKR,Norway,2022,?,8,?,Leopard-2A4,tank,8,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.6,12.8,12.8
UKR,Norway,2022,,14,,LMV,APV,14,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.06,0.84,0.84
UKR,Norway,2022,,23,,M-109A1 155mm,self-propelled gun,23,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; M-109A3GN version,0.44,10.12,10.12
UKR,Norway,2022,,100,?,Mistral,portable SAM,100,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.04,3.6,3.6
UKR,Norway,2022,,8,,NASAMS-2,SAM system,2,,2022,New,Financed by US $1.4 b aid after 2022 Russian invasion of Ukraine,15,120,30
UKR,Norway,2022,,1,,NASAMS-2,SAM system,0,,,New,Financed by Canada as aid after 2022 Russian invasion of Ukraine,15,15,0
UKR,Norway,2023,,2,,NASAMS-2,SAM system,2,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,6,12,12
UKR,Norway,2023,,2,,NASAMS-2,SAM system,2,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,6,12,12
UKR,Norway,2023,,4,,NASAMS-2,SAM system,0,,,New,,15,60,0
UKR,Poland,2023,,200,,AMV,IFV,100,?,2023,New,Financed by EU and USA aid after 2022 Russian invasion of Ukraine; Rosomak version,1.7,340,170
UKR,Poland,2022,,80,?,BMP-1,IFV,80,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.36,28.8,28.8
UKR,Poland,2019,,24,,Dozor-B,APC/APV,24,?,2020; 2021,New,Assembled in Ukraine,0.15,3.6,3.6
UKR,Poland,2022,,18,,Krab 155mm,self-propelled gun,18,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.8,32.4,32.4
UKR,Poland,2022,,54,,Krab 155mm,self-propelled gun,0,,,New,EUR650 m deal (partly financed by EU aid); delivery planned 2024,3.75,202.5,0
UKR,Poland,2022,?,14,?,Leopard-2A4,tank,14,,2023,Second hand,Second-hand; aid 2022 Russian invasion of Ukraine,1.6,22.4,22.4
UKR,Poland,2023,,10,?,Mi-24V/Mi-35,combat helicopter,10,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,3.4,34,34
UKR,Poland,2023,,14,?,MiG-29S,FGA aircraft,14,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,11.4,159.6,159.6
UKR,Poland,2018,?,54,?,MT-LB,APC,54,?,2018; 2019,Second hand,Second-hand,0.1,5.4,5.4
UKR,Poland,2022,,1000,?,Piorun,portable SAM,1000,?,2022,New,Aid after 2022 Russian invasion of Ukraine,0.08,80,80
UKR,Poland,2022,,20,?,PT-91M,tank,20,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.28,25.6,25.6
UKR,Poland,2023,,30,?,PT-91M,tank,30,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.28,38.4,38.4
UKR,Poland,2022,,270,?,T-72M1,tank,270,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; incl T-72M1R version,1.04,280.8,280.8
UKR,Poland,2017,,100,?,Warmate,loitering munition,100,?,2018,New,,0.06,6,6
UKR,Poland,2022,,150,?,Warmate,loitering munition,150,?,2022,New,Aid after 2022 Russian invasion of Ukraine; incl some financed by Lithuania,0.06,9,9
UKR,Portugal,2022,,5,,Ka-32,transport helicopter,0,,,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,2.9,14.5,0
UKR,Portugal,2023,,5,?,L-118 105mm,towed gun,5,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; designation uncertain (reported as '105mm guns'),0.24,1.2,1.2
UKR,Portugal,2023,,3,,Leopard-2A6,tank,3,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,2,6,6
UKR,Portugal,2022,,47,?,M-113,APC,47,?,2022; 2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.1,4.7,4.7
UKR,Portugal,2022,,4,,VM-90P,APC,4,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; M-40.12WM/P version,0.04,0.18,0.18
UKR,Romania,2022,,20,?,TAB-71,APC,20,?,2022; 2023,Second hand,Second-hand; TAB-71M version,0.1,2,2
UKR,Slovakia,2023,,30,?,3M9,SAM,30,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for Kvadrat SAM system,0.05,1.44,1.44
UKR,Slovakia,2022,,45,?,5V55U,SAM,45,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for S-300 SAM system,0.4,18,18
UKR,Slovakia,2022,,30,,BMP-1,IFV,30,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; BVP-1 version,0.36,10.8,10.8
UKR,Slovakia,2022,,100,?,Igla,portable SAM,100,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; designation uncertain (reported as 'air-defence missiles'),0.03,3.2,3.2
UKR,Slovakia,2022,,4,,Mi-17,transport helicopter,4,,2022,Second hand,Second-hand; financed by EU aid after 2022 Russian invasion of Ukraine; Mi-17M version,2.9,11.6,11.6
UKR,Slovakia,2022,,1,,Mi-2,light helicopter,1,,2022,Second hand,Second-hand; financed by EU aid after 2022 Russian invasion of Ukraine,0.44,0.44,0.44
UKR,Slovakia,2023,,13,?,MiG-29S,FGA aircraft,13,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine (partly financed by EU); incl 11 MiG-29AS (incl 2 MiG-29UBS combat/trainer) and 2 MiG-29S versions,11.4,148.2,148.2
UKR,Slovakia,2022,,1,,S-300PMU,SAM system,1,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,18,18,18
UKR,Slovakia,2022,,8,,Zuzana-2,self-propelled gun,8,,2022; 2023,New,,1.32,10.56,10.56
UKR,Slovakia,2022,?,16,,Zuzana-2,self-propelled gun,2,,2023,New,EUR93 m deal; financed by Denmark; Germany and Norway as aid after 2022 Russian invasion of Ukraine; delivery planned 2023-2024,1.32,21.12,2.64
UKR,Slovenia,2022,,28,,M-55S,tank,28,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.9,25.2,25.2
UKR,Slovenia,2022,,35,,M-80,IFV,35,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.36,12.6,12.6
UKR,Slovenia,2023,,20,,Pandur,APC,20,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.12,2.4,2.4
UKR,Spain,2022,,25,?,Aspide,BVRAAM/SAM,25,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for Spada SAM system,0.07,1.8,1.8
UKR,Spain,2023,?,3,,BMR-600,APC,1,,2023,Second hand,Second-hand; ambulance version; aid after 2022 Russian invasion of Ukraine,0.12,0.36,0.12
UKR,Spain,2023,,5,,Harpoon Block-2,anti-ship missile/SSM,5,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.4,2,2
UKR,Spain,2022,?,10,,Leopard-2A4,tank,10,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.6,16,16
UKR,Spain,2022,,60,,M-113,APC,60,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.1,6,6
UKR,Spain,2022,,25,?,MIM-23B HAWK,SAM,25,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; for I-HAWK SAM systems,0.07,1.7,1.7
UKR,Spain,2022,,8,,Model-56 105mm,towed gun,8,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.18,1.44,1.44
UKR,Spain,2022,,1,,RG-31 Nyala,APC,1,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; ambulance version,0.07,0.07,0.07
UKR,Spain,2022,,1,,Spada,SAM system,1,,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,8,8,8
UKR,Sweden,2022,,50,?,AGM-114 Hellfire,anti-tank missile,50,?,2022,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Rb-17 (AGM-114C) version for coastal defence,0.02,0.8,0.8
UKR,Sweden,2023,,25,?,AIM-120A AMRAAM,BVRAAM,25,?,2023,Second hand,Second-hand; financed by US aid,0.16,4,4
UKR,Sweden,2023,,8,,Archer 155mm,self-propelled gun,8,,2023,New,Second-hand but never used; aid after 2022 Russian invasion of Ukraine,1.5,12,12
UKR,Sweden,2023,,50,,CV-90,IFV,50,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; CV-9040C version,0.6,30,30
UKR,Sweden,2023,?,1,?,Giraffe-75,air search radar,1,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,1.6,1.6,1.6
UKR,Sweden,2023,,200,,IRIS-T,BVRAAM,0,,,Second hand,Second-hand; financed by aid from Germany,0.08,16,0
UKR,Sweden,2023,,10,,Leopard-2A5,tank,10,,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine; Strv-122 version,1.8,18,18
UKR,Sweden,2023,,90,?,NLAW,anti-tank missile,90,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0,0.36,0.36
UKR,Sweden,2023,,25,?,RBS-70,portable SAM,25,?,2023,Second hand,Second-hand; aid after 2022 Russian invasion of Ukraine,0.03,0.8,0.8
UKR,Turkiye,2018,,12,?,Bayraktar TB2,armed UAV,12,?,2019; 2021,New,$69 m deal; Bayraktar TB2 version,2.4,28.8,28.8
UKR,Turkiye,2020,?,,?,Bayraktar TB2,armed UAV,60,?,2022,New,Bayraktar TB2 version; incl production under licence in Ukraine,2.4,0,144
UKR,Turkiye,2022,,7,?,Bayraktar TB2,armed UAV,7,?,2022,New,Aid after 2022 Russian invasion of Ukraine; originally to be funded by Lithuanian; Polish and Ukrainian private aid but instead donated by producer,2.4,16.8,16.8
UKR,Turkiye,2023,,1,,Bayraktar TB2,armed UAV,1,,2023,New,Donated by producer,2.4,2.4,2.4
UKR,Turkiye,2023,,,?,Cobra-2,APC,20,?,2023,New,,0.25,0,5
UKR,Turkiye,2022,,200,?,Kirpi,APC,92,?,2022; 2023,Second hand,Second-hand,0.14,28,12.88
UKR,Turkiye,2020,?,2,,MilGem,frigate,0,,,New,,205,410,0
UKR,UAE,2015,?,10,,Cougar,APV,10,,2015,New,,0.14,1.4,1.4
UKR,UAE,2015,?,6,,Shrek,APC,6,,2015,New,,0.2,1.2,1.2
UKR,UAE,2015,,31,,Spartan,APC/APV,31,,2015,New,,0.16,4.96,4.96
