Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
KYR,Kazakhstan,2003,,2,,Mi-17,transport helicopter,2,,2004,Second hand,Ex-Kazakh; $3.5 m deal (financed by USA); Mi-8MTV version,2.9,5.8,5.8
KYR,Russia,2017,?,2,,An-26,transport aircraft,2,,2017,Second hand,Second-hand; aid,3.4,6.8,6.8
KYR,Russia,2018,,9,,BRDM-2,reconnaissance AV,9,,2018,Second hand but modernized,Second-hand but modernized to BRDM-2MS before delivery; aid,0.1,0.89,0.89
KYR,Russia,2015,?,60,,BTR-70,APC,60,?,2015; 2016; 2017,New,Second-hand BTR-70 but rebuilt to BTR-70M before delivery; aid,0.27,16.2,16.2
KYR,Russia,2014,?,10,?,D-30 122mm,towed gun,10,?,2015,Second hand,Second-hand; aid,0.14,1.4,1.4
KYR,Russia,2005,?,1,,Mi-17,transport helicopter,1,,2005,Second hand,Probably second-hand; part of $3 m aid (in return for Russian access to Kyrgyz air base),2.9,2.9,2.9
KYR,Russia,2003,?,2,,Mi-17,transport helicopter,2,,2003,Second hand but modernized,Second-hand but modernized before delivery; Mi-17 version,4.79,9.57,9.57
KYR,Russia,2018,?,4,,Mi-17,transport helicopter,4,,2019,Second hand,Second-hand (but possibly modernized before delivery); aid; Mi-8MT version,2.9,11.6,11.6
KYR,Russia,2023,?,2,?,Mi-17,transport helicopter,2,?,2023,New,Incl 1 armed Mi-17V-5 version,7.25,14.5,14.5
KYR,Russia,2019,?,2,,P-12,air search radar,2,,2019,Second hand,Second-hand; aid; P-18 version,1.8,3.6,3.6
KYR,Turkiye,2022,?,2,?,Akinci,armed UAV,2,?,2022,New,Akinci-A version,4.5,9,9
KYR,Turkiye,2022,,2,?,Aksungur,armed UAV,2,?,2023,New,,4,8,8
KYR,Turkiye,2022,,2,?,Anka,armed UAV,0,,,New,,3,6,0
KYR,Turkiye,2021,,3,?,Bayraktar TB2,armed UAV,3,?,2021; 2022,New,,2.4,7.2,7.2
KYR,unknown supplier(s),2006,?,4,,An-2,light transport aircraft,4,,2006,Second hand,Second-hand; financed by aid from USA,0.4,1.6,1.6
,,,,,,,,,,,,,,,
LAO,Canada,2010,?,4,?,aircraft engine,aircraft engine,4,?,2012,New,Pratt & Whitney Canada PW-127J (2750hp) turboprop for 2 MA-60 transport aircraft from China,0.75,3,3
LAO,Canada,2012,?,4,?,aircraft engine,aircraft engine,4,?,2013,New,Pratt & Whitney Canada PW-127J (2750hp) turboprop for 2 MA-600 transport aircraft from China,0.75,3,3
LAO,China,2006,?,2,?,AS365/AS565 Panther,helicopter,2,?,2008,New,Z-9A version; no. could be up to 4,3.25,6.5,6.5
LAO,China,2018,?,2,?,CH-4B,armed UAV,2,,2019,New,Designation uncertain (reported as 'unmanned combat aerial vehicles'),4,8,8
LAO,China,2023,?,10,?,-CSK 181.00,APC/APV,10,?,2023,New,,0.16,1.6,1.6
LAO,China,2015,?,9,?,LE-500 Little Eagle,light aircraft,9,?,2015; 2017,New,,0.24,2.16,2.16
LAO,China,2010,,2,,MA60,transport aircraft,2,,2012,New,MA-600 version,8,16,16
LAO,China,2012,?,2,,MA60,transport aircraft,2,,2013,New,MA-600 version,8,16,16
LAO,China,2017,,3,?,CS/SH-1 122mm,self-propelled gun,3,?,2018,New,,0.7,2.1,2.1
LAO,China,2017,?,12,?,SR-5,self-propelled MRL,12,?,2018,New,,1.1,13.2,13.2
LAO,China,2016,?,16,?,Tiger,APV,16,?,2017; 2018; 2019,New,,0.14,2.24,2.24
LAO,China,2017,?,50,?,TY-90,SRAAM,50,?,2018,New,For Yitian SAM systems,0.14,7,7
LAO,China,2017,,3,?,Yitian,mobile SAM system,3,?,2018,New,,10,30,30
LAO,France,2014,?,2,?,AS365/AS565 Panther,helicopter,2,,2015,New,EC155B1 version,3.25,6.5,6.5
LAO,Russia,2018,?,75,?,9M37,SAM,75,?,2018,New,Probably second-hand,0.06,4.5,4.5
LAO,Russia,2020,?,1,,An-26,transport aircraft,1,,2021,Second hand,Second-hand; aid,3.4,3.4,3.4
LAO,Russia,2018,,20,?,BRDM-2,reconnaissance AV,20,?,2018; 2019,Second hand but modernized,Second-hand but modernized to BRDM-2M before delivery,0.1,1.98,1.98
LAO,Russia,2004,?,50,?,Igla-1,portable SAM,50,,2005,New,Designation uncertain; deal incl also 25 launchers,0.07,3.5,3.5
LAO,Russia,2002,,3,,Il-103,light aircraft,3,?,2003,New,Status uncertain,0.15,0.45,0.45
LAO,Russia,2010,?,2,?,Mi-17,transport helicopter,2,?,2011,New,Mi-17V-5 version,7.25,14.5,14.5
LAO,Russia,2018,?,3,?,Strela-10,mobile SAM system,3,?,2018,Second hand,Second-hand,0.5,1.5,1.5
LAO,Russia,2018,,30,?,T-72B,tank,30,?,2018; 2019; 2020,Second hand but modernized,Second-hand T-72B version but modernized to T-72B1 before delivery,1.72,51.48,51.48
LAO,Russia,2017,,4,,Yak-130,trainer/combat aircraft,4,,2018,New,,10.5,42,42
LAO,Ukraine,2006,?,1,?,An-74,transport aircraft,1,,2009,New,An-74-300 version,26,26,26
LAO,unknown supplier(s),2018,?,10,?,BMP-1,IFV,10,?,2018,Second hand,Second-hand; supplier probably Russia,0.36,3.6,3.6
LAT,Austria,2017,,47,,M-109A5 155mm,self-propelled gun,47,?,2017; 2018,Second hand,Second-hand,0.5,23.5,23.5
LAT,Denmark,2017,,50,?,Stinger,portable SAM,50,?,2018,Second hand,Second-hand,0.03,1.6,1.6
LAT,Finland,2021,,200,,Patria 6x6,APC,67,?,2021; 2022; 2023,New,'Common Armoured Vehicle System' (CAVS) version; delivery planned 2021-2029,0.35,70,23.45
LAT,Finland,2021,,200,?,vehicle engine,vehicle engine,67,?,2021; 2022; 2023,New,Scania DC-09 (395hp) dieselengine for 161 Patria 6x6 APC produced in Finland,0.05,10,3.35
LAT,Germany,2023,,,,IRIS-T SL,SAM system,0,,,New,Bought in cooperation with Estonia; delivery planned from 2026,25,0,0
LAT,Germany,2023,,,,IRIS-T SLM,SAM,0,,,New,For IRIS-T SL SAM system,0.4,0,0
LAT,Germany,2008,?,5,,SWATH-125t,patrol craft,5,?,2011; 2012; 2013; 2014,New,Latvian designation Skrunda,4.6,23,23
LAT,Israel,2018,,50,?,Spike-ER,anti-tank missile,50,?,2021,New,Part of EUR108 m deal; Spike-ER2 version; for CVR-T tank destroyers; from German production line,0.06,3,3
LAT,Israel,2008,,60,?,Spike-MR/LR,anti-tank missile,60,?,2008,New,Spike-LR version,0.03,1.8,1.8
LAT,Israel,2018,,250,?,Spike-MR/LR,anti-tank missile,250,?,2020; 2021; 2022; 2023,New,Part of EUR108 m deal; from German production line; Spike-LR2 version,0.03,7.5,7.5
LAT,Israel,2018,,250,?,Spike-SR,anti-tank missile,250,?,2019,New,Part of EUR108 m deal; from German production line,0.02,5,5
LAT,Italy,2006,,2,,A-109K,light helicopter,2,,2007,New,A109 Power version; for border guard; from US production line,2.75,5.5,5.5
LAT,Netherlands,2004,,1,,Buyskes,survey ship,1,,2004,Second hand,Second-hand; aid; for use as support and training ship; Latvian designation Varonis,8,8,8
LAT,Netherlands,2005,,5,,Tripartite,MCM ship,5,,2007; 2008; 2011,Second hand,Second-hand; EUR57 m deal; Latvian designation Imanta,22,110,110
LAT,Norway,2023,,,,NSM,anti-ship missile,0,,,New,For NSM coastal defence system,1,0,0
LAT,Norway,2023,,2,?,NSM CDS,coastal defence system,0,,,New,$105 m deal (70% financed with military aid from USA); delivery planned 2027,5,10,0
LAT,Norway,2001,,3,,Storm,patrol craft,3,,2001,Second hand,Second-hand FAC but missiles and torpedoes removed before delivery; aid; Latvian designation Bulta,3,9,9
LAT,Norway,2002,,1,,Vidar,minelayer,1,,2003,Second hand,Second-hand; for use as command and support ship,12,12,12
LAT,Poland,2003,,5,,BLG-60,armoured bridgelayer,5,,2003,Second hand,Second-hand; aid,0.36,1.8,1.8
LAT,Poland,2022,,,,Piorun,portable SAM,0,,,New,,0.08,0,0
LAT,Russia,2003,?,2,,Mi-17,transport helicopter,2,,2004; 2005,Second hand but modernized,Second-hand but possibly modernized before delivery; $4.8 m deal; Mi-8MTV-1 version; incl for SAR,4.79,9.57,9.57
LAT,Sweden,2022,,2,?,Giraffe-1X,air search radar,2,?,2023,New,,7.5,15,15
LAT,Sweden,2004,,2,?,Giraffe-40,air search radar,2,?,2006; 2007,Second hand,Second-hand; for use with RBS-70 SAM systems,1.3,2.6,2.6
LAT,Sweden,2001,?,18,?,M/41D 120mm,mortar,18,?,2001; 2002; 2003,Second hand,Second-hand,0.1,1.8,1.8
LAT,Sweden,2010,?,16,?,M/41D 120mm,mortar,16,,2010,Second hand,Second-hand,0.1,1.6,1.6
LAT,Sweden,2004,,102,?,RBS-70,portable SAM,102,,2006; 2007,New,SEK185 m ($28 m) deal (incl Second-hand launchers as aid),0.08,8.16,8.16
LAT,Sweden,2015,,50,?,RBS-70,portable SAM,50,?,2015; 2016,New,,0.08,4,4
LAT,Sweden,2016,,50,?,RBS-70,portable SAM,50,?,2016; 2017,New,,0.08,4,4
LAT,Sweden,2022,,50,?,RBS-70,portable SAM,50,?,2022; 2023,New,,0.08,4,4
LAT,United Kingdom,2014,,50,?,Scimitar,light tank,50,?,2015; 2016; 2017; 2018; 2019; 2020,Second hand,Second-hand; part of GBP39 m/EUR48 m ($60 m) deal,0.33,16.6,16.6
LAT,United Kingdom,2019,,40,?,Scimitar,light tank,40,?,2020; 2021; 2022,Second hand,Second-hand,0.33,13.28,13.28
LAT,United Kingdom,2014,,73,?,Spartan,APC,73,?,2015; 2016; 2017; 2018; 2019; 2020,Second hand,Second-hand; part of GBP39 m/EUR48 m ($60 m) deal; incl Sultan command post; Samaritan ambulance and Samson ARV versions,0.1,7.3,7.3
LAT,United Kingdom,2019,,42,?,Spartan,APC,42,?,2020; 2021; 2022,Second hand,Second-hand,0.1,4.2,4.2
LAT,United States,2023,,10,?,ATACMS Block-1A,SSM,0,,,New,For HIMARS MRL,2,20,0
LAT,United States,2010,,8,,Cougar,APC,8,,2010,Second hand,Second-hand; loan for use in Afghanistan,0.14,1.12,1.12
LAT,United States,2023,,144,,GMLRS,guided rocket,0,,,New,For HIMARS MRL,0.08,11.52,0
LAT,United States,2023,,6,,M-142 HIMARS,self-propelled MRL,0,,,New,$180 m deal; delivery planned from 2027,1.1,6.6,0
LAT,United States,2010,,40,,HMMWV-UA,APV,40,,2010,Second hand,Second-hand; loan for use in Afghanistan,0.05,2.08,2.08
LAT,United States,2023,,4,,MD-500E,light helicopter,0,,,New,Armed MD-530F version; selected but not yet ordered by end-2023,0.7,2.8,0
LAT,United States,2015,,4,,MPQ-64 Sentinel,air search radar,4,,2016,New,,5,20,20
LAT,United States,2019,,4,,S-70 Black Hawk,transport helicopter,2,,2022,New,EUR175 m deal; UH-60M version,7.25,29,14.5
LAT,United States,2001,,1,,TPS-77,air search radar,1,,2003,New,$13 m deal (part of $30 m deal); for 'BALTNET' air surveillance network,11,11,11
LAT,United States,2015,,3,,TPS-77,air search radar,3,?,2018; 2019,New,TPS-77 MRR version,11,33,33
LAT,United States,2007,,2,,TPS-77,air search radar,2,?,2009; 2010,New,$44 m deal,11,22,22
LAT,unknown supplier(s),2001,?,1,,Mi-17,transport helicopter,1,,2002,Second hand,Probably second-hand; Mi-8MTV-1 version; incl for SAR,2.9,2.9,2.9
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
LES,Australia,2003,?,1,,GA-8 Airvan,light transport aircraft,1,,2004,New,,0.24,0.24,0.24
LES,France,2016,?,1,,AS-350/AS-550 Fennec,light helicopter,1,,2017,New,H-125 version,0.9,0.9,0.9
LES,France,2017,?,1,,AS-350/AS-550 Fennec,light helicopter,1,,2018,New,Possibly second-hand; supplier uncertain,0.9,0.9,0.9
LES,France,2019,,1,,AS-350/AS-550 Fennec,light helicopter,1,,2019,New,,0.9,0.9,0.9
LES,Germany,2003,?,1,,Bo-105,light helicopter,1,,2004,New,,1.2,1.2,1.2
LES,Israel,2006,?,6,,RAM,APV,6,,2006,New,RAM Mk-3 version,0.12,0.72,0.72
LBR,United States,2021,?,,,Mamba Mk-7,APC,0,,,New,,0.25,0,0
LBR,unknown supplier(s),2019,?,3,,Cougar,APV,3,?,2020,New,,0.14,0.42,0.42
LIT,Bulgaria,2013,?,36,?,2B11 120mm,mortar,36,,2014,New,Possibly second-hand; designation uncertain (reported as '120mm mortar'),0.25,9,9
LIT,Denmark,2001,,54,,M-101A1 105mm,towed gun,54,,2002,Second hand,Second-hand; aid (18 more delivered for spare parts only),0.18,9.72,9.72
LIT,Denmark,2007,,3,,StanFex-300,patrol craft,3,,2008; 2009; 2010,Second hand,Second-hand; LTL30 m ($10 m) deal,8,24,24
LIT,Denmark,2015,,1,,StanFex-300,patrol craft,1,,2016,Second hand,Second-hand; EUR6.5 m. deal,8,8,8
LIT,France,2013,,3,,AS365/AS565 Panther,helicopter,3,,2015,New,LTL180 m ($72 m) deal (partly financed by EU); AS365N3+ version; mainly for SAR,3.25,9.75,9.75
LIT,France,2022,,18,,CAESAR 155mm,self-propelled gun,0,,,New,CAESAR Mk-2 version; delivery planned 2027,1.07,19.26,0
LIT,Germany,2016,,2,,Boxer,APC,2,?,2020,New,Driver training version,0.55,1.1,1.1
LIT,Germany,2022,?,120,,Boxer,IFV,0,,,New,Lithuanian designation Vilkas; selected 2022 but not yet ordered by end-2023,1.7,204,0
LIT,Germany,2016,,89,,Boxer,IFV,89,?,2019; 2020; 2021; 2022; 2023,New,$435 m deal; Lithuanian designation Vilkas,1.1,97.9,97.9
LIT,Germany,2015,,6,,BPz-2,ARV,6,?,2016; 2017,Second hand,Second-hand (but possibly modernized before delivery); part of EUR58 m ($65 m) deal,0.56,3.36,3.36
LIT,Germany,2023,,54,?,Leopard-2A7,tank,0,,,New,Selected 2023 but not yet ordered by end-2023,5.2,280.8,0
LIT,Germany,2005,?,32,,M-106,self-propelled mortar,32,?,2005; 2006,Second hand,Second-hand; aid; version with 120mm mortar,0.2,6.4,6.4
LIT,Germany,2022,,10,,M-106,self-propelled mortar,10,,2022,Second hand,Second-hand; version with 120mm mortar; aid after invasion of Ukraine by Russia,0.2,2,2
LIT,Germany,2002,?,158,?,M-113,APC,158,?,2002; 2004; 2005; 2006,Second hand,Second-hand; aid; M-113A1 version; 12 more delivered for spare parts only,0.1,15.8,15.8
LIT,Germany,2015,,22,,M-113,APC,22,,2019,Second hand,Second-hand; part of EUR58 m ($65 m) deal; M-577V2 command post version,0.1,2.2,2.2
LIT,Germany,2016,,168,,M-113,APC,168,?,2019,Second hand,Second-hand; EUR1.6 m deal; M-577V2 command post version,0.1,16.8,16.8
LIT,Germany,2015,,18,,PzH-2000 155mm,self-propelled gun,18,?,2016; 2018; 2019; 2020; 2021; 2022,Second hand but modernized,Part of EUR58 m ($65 m) deal; second-hand but modernized before delivery; 3 more delivered for spare parts,2.97,53.46,53.46
LIT,Germany,2002,,3,,TRML-3D,air search radar,3,,2004,New,,10,30,30
LIT,Israel,2013,,32,?,CARDOM 120mm,mortar,32,?,2015; 2016,New,For modernisation of M-106 self-propelled mortars,0.25,8,8
LIT,Israel,2016,,86,,Samson RCWS-30,IFV turret,86,?,2019; 2020; 2021; 2023,New,Samson Mk-2 version for 86 Boxer IFV from FRG,0.6,51.6,51.6
LIT,Israel,2016,?,500,?,Spike-MR/LR,anti-tank missile,500,?,2020; 2021,New,Spike-LR version; for Boxer IFV; from German production line,0.03,15,15
LIT,Italy,2006,,3,,C-27J Spartan,transport aircraft,3,,2006; 2008; 2009,New,EUR75 m ($94 m) deal,16,48,48
LIT,Netherlands,2023,?,,,Ground Master-200 MM/C,artillery locating radar,0,,,New,EUR127 m deal (incl support); delivery planned from 2026,10,0,0
LIT,Norway,2004,,5,?,Giraffe-40,air search radar,5,?,2004; 2005,Second hand,Second-hand; part of LTL135 m ($50 m) aid,1.3,6.5,6.5
LIT,Norway,2011,,12,,Land Cruiser,APV,12,?,2011; 2012,New,EUR4.4 m deal; for use in Afghanistan,0.12,1.44,1.44
LIT,Norway,2016,?,2,,NASAMS-2,SAM system,2,,2020; 2021,New,EUR100 m deal; NASAMS-2 version,25,50,50
LIT,Norway,2023,,2,?,NASAMS-2,SAM system,0,,,New,EUR200 m deal,25,50,0
LIT,Norway,2004,,260,?,RBS-70,portable SAM,260,?,2004,Second hand,Second-hand; part of LTL135 m ($50 m) aid; deal incl also 21 launchers,0.03,8.32,8.32
LIT,Norway,2005,?,1,,Vidar,minelayer,1,,2006,Second hand,Second-hand,12,12,12
LIT,Poland,2014,,80,?,Grom-2,portable SAM,80,?,2014; 2015; 2016; 2017; 2018,New,EUR34 m deal,0.08,6.4,6.4
LIT,Spain,2022,,24,?,120-MX2-SM 120mm,mortar,12,?,2023,New,EUR9.8 m deal; delivery planned 2023-2024,0.25,6,3
LIT,Sweden,2002,?,6,,M/41D 120mm,mortar,6,,2002,Second hand,Second-hand,0.1,0.6,0.6
LIT,Sweden,2015,,50,?,RBS-70 Mk-3 Bolide,portable SAM,50,?,2016,New,SEK 106 m ($14 m) deal,0.1,5,5
LIT,Sweden,2018,,21,?,RBS-70 Mk-3 Bolide,portable SAM,21,,2020,New,Part of SEK100 m deal (incl parts of RBS-70 SAM system),0.1,2.1,2.1
LIT,Sweden,2022,,150,?,RBS-70 Mk-3 Bolide,portable SAM,75,?,2023,New,SEK350 m deal; delivery planned 2023-2024,0.1,15,7.5
LIT,United Kingdom,2008,,2,,Hunt,MCM ship,2,,2013,Second hand but modernized,Second-hand but modernized before delivery; probably EUR55 m deal,36.3,72.6,72.6
LIT,United Kingdom,2020,,1,,Hunt,MCM ship,0,,,Second hand but modernized,Second-hand but modernized before delivery; GBP57 m ($68 m) deal (GBP1.8 m for ship and GBP55 m for modernization),36.3,36.3,0
LIT,United States,2016,?,150,?,AIM-120C AMRAAM,BVRAAM,150,?,2020; 2021; 2022,New,For NASAMS SAM systems,0.6,90,90
LIT,United States,2023,?,36,?,AIM-120C AMRAAM,BVRAAM,0,,,New,For NASAMS SAM systems,0.6,21.6,0
LIT,United States,2006,,6,,aircraft engine,aircraft engine,6,,2006; 2008; 2009,New,Allison AE-2100D3 (5000hp) turboprop for 3 C-27J transport aircraft from Italy,1.5,9,9
LIT,United States,2022,,18,?,ATACMS Block-1A,SSM,0,,,New,For HIMARS MRL,2,36,0
LIT,United States,2022,,864,?,GMLRS,guided rocket,0,,,New,Incl 432 Extended GMLRS; for HIMARS MRL,0.08,69.12,0
LIT,United States,2022,,8,,M-142 HIMARS,self-propelled MRL,0,,,New,Delivery planned 2025,1.1,8.8,0
LIT,United States,2004,?,40,,HMMWV-UA,APV,40,?,2004; 2005,New,M-1114 version,0.13,5.2,5.2
LIT,United States,2001,,74,,FGM-148 Javelin,anti-tank missile,74,?,2002; 2003,New,LTL39 ($9-10 m) deal (incl 18 launchers),0.03,2.22,2.22
LIT,United States,2016,,500,?,FGM-148 Javelin,anti-tank missile,500,?,2015; 2017; 2019; 2020; 2021; 2022; 2023,New,,0.03,15,15
LIT,United States,2022,,230,?,FGM-148 Javelin,anti-tank missile,0,,,New,,0.03,6.9,0
LIT,United States,2019,,200,,L-ATV,APV,200,,2021; 2022; 2023,New,EUR145 m deal (incl 5 years support); JLTV version,0.18,36,36
LIT,United States,2022,,300,,L-ATV,APV,0,,,New,Delivery planned from 2024,0.18,54,0
LIT,United States,2002,,2,,MPQ-64 Sentinel,air search radar,2,?,2006,New,Part of $31 m deal; for use with Stinger MANPADS,5,10,10
LIT,United States,2016,?,2,,MPQ-64 Sentinel,air search radar,2,?,2020; 2021,New,For 2 NASAMS SAM systems from Norway,5,10,10
LIT,United States,2023,,2,?,MPQ-64 Sentinel,air search radar,0,,,New,For 2 NASAMS SAM systems from Norway,5,10,0
LIT,United States,2020,,4,,S-70 Black Hawk,transport helicopter,0,,,New,EUR181 m ($213 m) deal; UH-60M version; delivery planned from 2024; option on 2 more,7.25,29,0
LIT,United States,2012,?,5,?,ScanEagle,UAV,5,?,2012,New,,0.04,0.2,0.2
LIT,United States,2002,,54,,Stinger,portable SAM,54,,2007,New,$31 m deal (incl 8 launchers),0.08,4.32,4.32
LIT,United States,2022,,,,Switchblade-600,loitering munition,0,,,New,Delivery planned 2024,0.15,0,0
LIT,United States,2023,,3,,TPS-77,air search radar,0,,,New,,11,33,0
LUX,France,2022,,90,,Akeron-MP,anti-tank missile,0,,,New,EUR32 m deal,0.03,2.7,0
LUX,Germany,2008,,48,,Dingo-2,APC,48,?,2009; 2010,New,,0.35,16.8,16.8
LUX,Germany,2018,,2,,EC145,light helicopter,2,,2019; 2020,New,EUR20 m deal; H145M version; incl for police,3.25,6.5,6.5
LUX,Germany,2003,,4,,TP400-D6,turboprop,4,,2020,New,For 1 A400M transport aircraft from Spain,3,12,12
LUX,Norway,2008,,48,?,Protector,APC turret,48,?,2009; 2010,New,For 48 Dingo-2 APC from FRG,0.05,2.4,2.4
LUX,Spain,2003,,1,,A400M Atlas,transport aircraft,1,,2020,New,Bought in cooperation with Belgium (in addition to 7 bought by Belgium),73,73,73
LUX,Sweden,2010,,100,?,NLAW,anti-tank missile,100,?,2012,New,From UK production line,0.01,1,1
LUX,Sweden,2015,?,100,?,NLAW,anti-tank missile,100,?,2016; 2017,New,,0.01,1,1
LUX,Switzerland,2022,,80,,Eagle,APV,0,,,New,Deal worth ?367 m;  Eagle-5 version; delivery planned 2024-2026,0.14,11.2,0
LUX,Switzerland,2021,,4,,Eagle-5 6x6,APC,4,?,2023,New,Ambulance version,0.3,1.2,1.2
LUX,United States,2019,?,4,,RQ-21 Blackjack,UAV,4,?,2022,New,X-300 Integrator version,0.07,0.28,0.28
LUX,United States,2002,,50,?,BGM-71F TOW-2B,anti-tank missile,50,?,2003,New,TOW-2A and/or TOW-2B version,0.02,1,1
LIB,Austria,2009,,4,,Camcopter S-100,UAV,4,,2011,New,,0.2,0.8,0.8
LIB,France,2007,?,1000,?,MILAN,anti-tank missile,1000,?,2008; 2009; 2010; 2011,New,EUR170 m deal (incl 100 launchers and 500 training missiles); MILAN-3 version,0.01,10,10
LIB,Italy,2005,?,10,,A-109K,light helicopter,10,?,2006; 2007; 2009; 2010,New,EUR80 m deal; for border patrol,2.75,27.5,27.5
LIB,Italy,2009,?,1,,AW139,helicopter,1,,2011,New,,6,6,6
LIB,Italy,2009,,6,,Bigliani,patrol craft,6,,2009; 2010,Second hand,Second-hand; aid; for coast guard,2.76,16.56,16.56
LIB,Italy,2012,?,20,,Puma,APV,20,,2013,Second hand,Probably second-hand; aid; 6X6 version,0.06,1.2,1.2
LIB,Jordan,2009,,49,?,Nimr Armored,APV,49,?,2013,New,,0.18,8.82,8.82
LIB,Russia,2004,,482,?,Igla-S,portable SAM,482,?,2006; 2007; 2008,New,For vehicle-mounted launchers,0.08,38.56,38.56
LIB,Russia,2004,?,40,?,KAB-500/1500,guided bomb,40,?,2005,New,KAB-1500 version,0.02,0.8,0.8
LIB,Russia,2010,?,4,?,Khrizantema,tank destroyer,4,,2010,New,,1.1,4.4,4.4
LIB,Russia,2010,?,150,?,Khrizantema,anti-tank missile,150,?,2010,New,For Khrizantema-S tank destroyers,0.07,10.5,10.5
LIB,Russia,2012,?,10,?,Khrizantema,tank destroyer,10,?,2013,New,,1.1,11,11
LIB,Russia,2012,,350,?,Khrizantema,anti-tank missile,350,?,2013,New,For Khrizantema-S tank destroyers,0.07,24.5,24.5
LIB,Sudan,2013,,3,,Mi-24P/Mi-35P,combat helicopter,3,,2013,Second hand,Second-hand; lease,3.6,10.8,10.8
LIB,UAE,2012,?,750,?,Spartan,APC/APV,750,?,2012; 2013,New,Financed by UAE or USA,0.16,120,120
LIB,UAE,2012,?,50,?,Typhoon,APC,50,?,2012,New,Financed by UAE or USA,0.2,10,10
LIB,United States,2012,?,50,,vehicle engine,vehicle engine,50,?,2012,New,Cummins-8.81 (400hp) diesel engine; for 50 Typhoon APC from UAE,0.05,2.5,2.5
LIB,Belarus,2014,,4,,Mi-24P/Mi-35P,combat helicopter,4,,2015,Second hand,Second-hand; acquired and financed via UAE,3.6,14.4,14.4
LIB,Egypt,2014,,3,?,Mi-8T,transport helicopter,3,?,2014,Second hand,Second-hand; aid,2.4,7.2,7.2
LIB,Egypt,2014,,5,?,MiG-21MF,fighter aircraft,5,?,2015,Second hand,Second-hand; aid,4.28,21.4,21.4
LIB,Egypt,2019,?,10,?,T-55,tank,10,?,2019,Second hand,Second-hand; probably T-55E version; probably aid,0.5,5,5
LIB,Jordan,2019,?,5,?,Al-Mared,APC,5,?,2019,New,,0.32,1.6,1.6
LIB,Jordan,2018,?,5,?,Al-Wahsh,APC,5,?,2018,New,Possibly delivered via other state,0.2,1,1
LIB,Jordan,2019,,5,?,Mbombe,APC,5,?,2019,Second hand,Second-hand,0.16,0.8,0.8
