Recipient,Supplier,Year of order, ,Number ordered,0.1,Weapon designation,Weapon description,Number delivered,0.2,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
MOR,Denmark,1986,,2,,Osprey Mk-2,patrol craft,2,,1987; 1988,New,Moroccan designation Al Hafiq,18,36,36
MOR,Denmark,1989,,2,,Osprey Mk-2,patrol craft,2,,1990,New,Moroccan designation El Hahiq,18,36,36
MOR,Egypt,1980,?,18,?,M-46 130mm,towed gun,18,?,1981,Second hand,Second-hand; supplier uncertain,0.26,4.68,4.68
MOR,Egypt,1980,?,25,?,OT-62A TOPAS,APC,25,?,1980,Second hand,Supplier uncertain; second-hand,0.11,2.7,2.7
MOR,Egypt,1981,?,200,?,Sakr Eye,portable SAM,200,?,1981,New,,0.04,8,8
MOR,France,1958,?,6,,MS-733 Alcyon,trainer aircraft,6,?,1958,Second hand,Second-hand; MS-733A armed version,0.1,0.58,0.58
MOR,France,1978,,24,,Alpha Jet,trainer/combat aircraft,24,?,1979; 1980; 1981,New,Alpha Jet-E version; incl for combat role,9,216,216
MOR,France,1978,?,140,?,AML,armoured car,140,?,1981; 1982; 1983; 1984; 1985,New,,0.7,98,98
MOR,France,1965,?,50,?,AML,armoured car,50,?,1966; 1967; 1968,New,,0.7,35,35
MOR,France,1987,?,20,,AML-90 Lynx,armoured car,20,,1988,New,'Manitou' deal,0.45,9,9
MOR,France,1978,,80,,AMX-10RC,armoured car,80,?,1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1990,New,Financed by Saudi Arabia,1.2,96,96
MOR,France,1990,,28,,AMX-10RC,armoured car,28,?,1991; 1992,New,,1.2,33.6,33.6
MOR,France,1965,?,75,?,AMX-13/75,light tank,75,?,1966; 1967; 1968; 1969,Second hand,Probably Second-hand,0.36,27,27
MOR,France,1957,?,28,?,AMX-13/75,light tank,28,?,1957; 1958; 1959; 1960,New,,0.9,25.2,25.2
MOR,France,1954,?,17,,AMX-13/75,light tank,17,?,1956,New,,0.9,15.3,15.3
MOR,France,1981,,2,?,AMX-13-CD,ARV,2,?,1982; 1983,New,Financed by Saudi Arabia,0.25,0.5,0.5
MOR,France,1974,?,2,?,AMX-13-CD,ARV,2,?,1975,New,,0.25,0.5,0.5
MOR,France,1962,?,15,,AMX Mk-61 105mm,self-propelled gun,15,,1963,New,,0.9,13.5,13.5
MOR,France,1967,,30,?,AMX Mk-61 105mm,self-propelled gun,30,?,1968,New,,0.9,27,27
MOR,France,1981,,32,?,AMX-Mk-F3 155mm,self-propelled gun,32,?,1982; 1983,New,Financed by Saudi Arabia,0.8,25.6,25.6
MOR,France,1974,?,32,?,AMX-Mk-F3 155mm,self-propelled gun,32,?,1975,New,,0.8,25.6,25.6
MOR,France,1981,,20,?,AMX-VCI,APC,20,?,1982; 1983,New,Incl VTT/RATAC radar carrier and 8 ALV version; financed by Saudi Arabia,0.3,6,6
MOR,France,1974,?,8,?,AMX-VCI,APC,8,?,1975,New,,0.3,2.4,2.4
MOR,France,1961,,1,,Annamite,corvette,1,,1961,Second hand,Second-hand,8,8,8
MOR,France,1975,,3,,BATRAL,landing ship,3,,1977; 1978,New,,20,60,60
MOR,France,1961,?,3,,Bell-47/OH-13,light helicopter,3,,1962; 1963,Second hand,Second-hand; Bell-47D version,0.1,0.29,0.29
MOR,France,1956,,1,,Bell-47/OH-13,light helicopter,1,,1957,Second hand,Second-hand; aid; Bell-47D version,0.1,0.1,0.1
MOR,France,1959,?,3,,MH-1521 Broussard,light aircraft,3,?,1959; 1960,New,,0.38,1.14,1.14
MOR,France,1956,?,2,,MH-1521 Broussard,light aircraft,2,,1957,New,Aid,0.38,0.76,0.76
MOR,France,1956,,1,,MH-1521 Broussard,light aircraft,1,,1957,New,Aid,0.38,0.38,0.38
MOR,France,1961,?,8,,CM-170 Magister,trainer aircraft,8,,1962,New,Second-hand (but maximum only few years old); aid,1,8,8
MOR,France,1969,?,24,,CM-170 Magister,trainer aircraft,24,,1970,New,Second-hand aircraft sold back to French producer; rebuilt to CM-170-2 version and sold to Morocco,1,24,24
MOR,France,1956,,1,,DH-114 Heron,light transport aircraft,1,,1957,Second hand,Second-hand; aid,0.6,0.6,0.6
MOR,France,1956,?,19,,EBR-75,armoured car,19,?,1957; 1958; 1959; 1960,New,,0.7,13.3,13.3
MOR,France,1954,?,17,,EBR-75,armoured car,17,,1956,New,,0.7,11.9,11.9
MOR,France,1963,,1,,EDIC,landing craft,1,,1965,New,,14,14,14
MOR,France,1972,?,500,?,ENTAC,anti-tank missile,500,?,1973; 1974,New,,0.01,5,5
MOR,France,1977,?,40,?,MM-38 Exocet,anti-ship missile,40,?,1981; 1982; 1983,New,For Descubierta (Errhamani) frigate and Lazaga (El Khattabi) FAC,0.75,30,30
MOR,France,1978,?,109,,FL-12 105mm,tank turret,109,?,1979; 1980,New,For 109 SK-105 tanks from Austria,0.5,54.5,54.5
MOR,France,1981,?,200,?,HOT,anti-tank missile,200,?,1982; 1983,New,For SA-342L helicopters,0.02,4,4
MOR,France,1987,,192,?,HOT,anti-tank missile,192,?,1988; 1991,New,For use with light vehicle-mounted HOT Commando launchers; HOT-2 version,0.02,3.84,3.84
MOR,France,1978,?,54,?,M-3 VTT,APC,54,?,1979,New,,0.16,8.64,8.64
MOR,France,1956,?,40,,M-8 Greyhound,armoured car,40,?,1956; 1957; 1958; 1959,Second hand,Second-hand,0.08,3.04,3.04
MOR,France,1980,?,800,?,MILAN,anti-tank missile,800,?,1981; 1982,New,,0.01,8,8
MOR,France,1977,,5,,Mirage F-1C,FGA aircraft,5,,1979,New,Mirage F-1CH version,16,80,80
MOR,France,1975,,25,,Mirage F-1C,FGA aircraft,25,?,1978; 1979,New,FFR1.25 b ($308 m) deal; Mirage F-1CH version; incl 2 Mirage F-1BH,16,400,400
MOR,France,1977,,20,,Mirage F-1E,FGA aircraft,20,?,1979; 1980; 1982,New,Mirage F-1EH/EH-200 version; incl 6 F-1E-200 fitted for airial refuelling,20,400,400
MOR,France,1964,,1,,P-48,patrol craft,1,,1967,New,,11,11,11
MOR,France,1960,?,1,,PC-461,patrol craft,1,,1960,Second hand,Second-hand,7.2,7.2,7.2
MOR,France,1973,,2,,PR-72,patrol craft,2,,1976; 1977,New,Moroccan designation Okba,25,50,50
MOR,France,1977,,100,?,R-530,SRAAM,100,?,1979; 1980,New,For Mirage F-1 combat aircraft,0.1,10,10
MOR,France,1975,,100,?,R-530,SRAAM,100,?,1978; 1979,New,For Mirage F-1C combat aircraft,0.1,10,10
MOR,France,1977,,150,?,R-550 Magic-1,SRAAM,150,?,1979; 1980,New,For Mirage F-1 combat aircraft,0.09,13.5,13.5
MOR,France,1975,,150,?,R-550 Magic-1,SRAAM,150,?,1978; 1979,New,For Mirage F-1CH combat aircraft,0.09,13.5,13.5
MOR,France,1985,?,5,?,DRPT-5 Rasit,ground surv radar,5,?,1986,New,,0.1,0.5,0.5
MOR,France,1981,,12,?,RATAC,ground surv radar,12,?,1982; 1983,New,For 12 VTT/RATAC APC,0.18,2.16,2.16
MOR,France,1964,,1,,River,frigate,1,,1965,Second hand but modernized,Second-hand but modernized before delivery; incl use as Royal yacht,18.98,18.98,18.98
MOR,France,1962,?,1,?,SA-313B Alouette-2,light helicopter,1,,1964,New,SA-318C version,0.7,0.7,0.7
MOR,France,1958,?,7,?,SA-313B Alouette-2,light helicopter,7,?,1959; 1960; 1961; 1962,New,,0.7,4.9,4.9
MOR,France,1973,?,34,,SA-330 Puma,helicopter,34,?,1974; 1975; 1976; 1977,New,SA-330F and/or SA-330G version,6,204,204
MOR,France,1981,,24,,SA-342 Gazelle,light helicopter,24,?,1982; 1983,New,Incl 12 with HOT anti-tank missiles and 12 with 20mm gun,0.85,20.4,20.4
MOR,France,1976,,6,,SA-342 Gazelle,light helicopter,6,?,1976; 1977,New,SA-342K and SA-342L version,0.85,5.1,5.1
MOR,France,1974,,1,,Sirius,minesweeper,1,,1974,Second hand,Second-hand; loan; for use as OPV,4.6,4.6,4.6
MOR,France,1956,,6,,Fi-156 Storch,light aircraft,6,,1957,Second hand,Second-hand; aid; MS-500 Criquet version,0.05,0.29,0.29
MOR,France,1964,?,25,?,T-28A Trojan,trainer aircraft,25,?,1965; 1966; 1967,Second hand,Second-hand,0.3,7.5,7.5
MOR,France,1962,?,12,?,T-6 Texan,trainer aircraft,12,?,1962; 1963,Second hand,Second-hand; T-6G version,0.1,1.2,1.2
MOR,France,1968,?,8,?,T-6 Texan,trainer aircraft,8,?,1968,Second hand,Second-hand; T-6G version,0.1,0.8,0.8
MOR,France,1956,?,2,,Twin Bonanza,light aircraft,2,,1956,Second hand,Second-hand; aid,0.2,0.4,0.4
MOR,France,1975,,49,,VAB-VCI,IFV,49,?,1980; 1981; 1982; 1983; 1984,New,,0.75,36.75,36.75
MOR,France,1975,,345,,VAB-VTT,APC,345,?,1979; 1980; 1981; 1982; 1983; 1984,New,Incl 12 VAB-VTM mortar towing; 68 VAB-PC command post; 20 VAB-ECH ARV and some VAB-VMO version; 6-wheeled version,0.3,103.5,103.5
MOR,Germany,1978,?,250,?,COBRA,anti-tank missile,250,?,1978,New,Cobra-2000 version,0.01,2.5,2.5
MOR,Germany,1979,?,10,?,Do-28D Skyservant,light transport aircraft,10,?,1981; 1982,New,,0.9,9,9
MOR,Germany,1977,?,12,,ship engine,ship engine,12,,1981; 1982; 1983,New,MTU-16V-956 TB91 (3750hp) diesel engine; for 1 Descubierta frigate and 4 Lazaga FAC from Spain; probably from Spanish production line,1.2,14.4,14.4
MOR,Germany,1977,?,55,?,UR-416,APC,55,?,1978,New,,0.15,8.25,8.25
MOR,Germany,1980,?,70,?,vehicle engine,vehicle engine,70,?,1980; 1981,New,For Ratel IFV from South Africa ; Büssing/MAN 3256 BTXF six-cylinder 282 hp diesel,0.03,2.1,2.1
MOR,Iran,1969,?,6,?,F-5A Freedom Fighter,FGA aircraft,6,?,1970,Second hand,Second-hand,3.2,19.2,19.2
MOR,Iraq,1959,?,4,,Sea Fury,fighter aircraft,4,,1960,Second hand,Second-hand; aid,0.8,3.2,3.2
MOR,Israel,1983,,240,,RAM,APV,240,?,1983; 1984,New,RAM V-1 version,0.12,28.8,28.8
MOR,Italy,1970,?,1,,AL-60,light transport aircraft,1,,1971,New,,0.24,0.24,0.24
MOR,Italy,1977,,1,,Albatros,naval SAM system,1,,1983,New,For 1 Descubierta frigate from Spain,5,5,5
MOR,Italy,1977,,40,?,Aspide,BVRAAM/SAM,40,?,1983,New,For Descubierta (Errhamani) frigate,0.18,7.2,7.2
MOR,Italy,1975,,24,,Bell-206/OH-58,light helicopter,24,?,1976; 1977; 1978,New,AB-206B (Bell-206B) version,0.7,16.8,16.8
MOR,Italy,1975,?,5,,Bell-212/UH-1N,helicopter,5,,1975,New,AB-212 version,3.7,18.5,18.5
MOR,Italy,1973,?,6,,C-119 Packet,transport aircraft,6,,1974,Second hand but modernized,Second-hand but modernized before delivery,5.94,35.64,35.64
MOR,Italy,1978,,6,,CH-47C Chinook,transport helicopter,6,?,1979; 1980,New,,15,90,90
MOR,Italy,1981,,3,,CH-47C Chinook,transport helicopter,3,,1982,New,,15,45,45
MOR,Italy,1977,?,5,,Compact 76mm,naval gun,5,,1981; 1982; 1983,New,For 1 Descubierta frigate and 4 Lazaga FAC from Spain,2.5,12.5,12.5
MOR,Italy,1973,?,2,,Compact 76mm,naval gun,2,,1976; 1977,New,For 2 PR-72 (Okba) patrol craft from France,2.5,5,5
MOR,Italy,1975,?,24,,Bell-205/UH-1D,helicopter,24,?,1975; 1976; 1977,New,AB-205 version,2.2,52.8,52.8
MOR,Italy,1967,?,24,,Bell-205/UH-1D,helicopter,24,?,1969; 1970,New,AB-205 version,2.2,52.8,52.8
MOR,Libya,1985,?,60,?,EE-11 Urutu,APC,60,?,1985,New,Second-hand (but kept in storage and never used by Libya); aid,0.28,16.5,16.5
MOR,Netherlands,1977,,1,,DA-05,air search radar,1,,1983,New,For 1 Descubierta frigate from Spain,6.5,6.5,6.5
MOR,Netherlands,1977,?,6,?,WM-20,fire control radar,6,?,1981; 1982; 1983,New,For 1 Descubierta frigate and 4 Lazaga FAC from Spain and 1 shore-based; WM-25 version,6,36,36
MOR,South Africa,1979,?,60,?,AML,armoured car,60,?,1980; 1981,New,AML-20 (Eland-20) and AML-90 (Eland-90) version,0.7,42,42
MOR,South Africa,1980,?,70,?,Ratel-20,IFV,70,?,1980; 1981,New,No. could be between 60 and 80; incl Ratel-90 version,0.8,56,56
MOR,Saudi Arabia,1991,?,30,?,FH-70 155mm,towed gun,30,?,1993,Second hand,Second-hand; probably aid,0.4,12,12
MOR,Spain,1989,,7,,CN-235,transport aircraft,7,,1990,New,$99 m deal; CN-235M-100 version; incl 1 for VIP transport,9,63,63
MOR,Spain,1985,,6,,Cormoran,patrol craft,6,,1988; 1989,New,Moroccan designation Rabhi,17.6,105.6,105.6
MOR,Spain,1977,,1,,Descubierta,frigate,1,,1983,New,,93.7,93.7,93.7
MOR,Spain,1977,,4,,FPB-57,FAC,4,,1981; 1982,New,Moroccan designation El Khattabi; Lazaga version,60.1,240.4,240.4
MOR,Sweden,1977,,1,,375mm Twin,ASW MRL,1,,1983,New,For 1 Descubierta frigate from Spain,3.5,3.5,3.5
MOR,Switzerland,1977,,10,,AS-202 Bravo,trainer aircraft,10,,1978,New,AS-202/18 version,0.15,1.5,1.5
MOR,United Kingdom,1976,?,30,?,L-118 105mm,towed gun,30,?,1977,New,No. delivered could be 36,0.6,18,18
MOR,United States,1982,,381,,AGM-65 Maverick,ASM,381,?,1983,New,$29 m deal; for F-5E and Mirage F-1E combat aircraft; AGM-65B and possibly some AGM-65A version,0.15,57.15,57.15
MOR,United States,1975,?,180,,AIM-9B Sidewinder,SRAAM,180,,1976,New,For F-5A combat aircraft,0.04,7.2,7.2
MOR,United States,1978,,150,?,AIM-9J/P Sidewinder,SRAAM,150,?,1981; 1982; 1983,New,For F-5E combat aircraft; AIM-9J version,0.09,13.5,13.5
MOR,United States,1989,,14,?,aircraft engine,aircraft engine,14,?,1990,New,General Electric CT-7-9C3 (1750hp) turboprop for 7 CN-235 transport aircraft from Spain,0.5,7,7
MOR,United States,1976,?,2,?,APS-94,AGS radar,2,?,1977,New,For use on 2 C-130H transport aircraft,2.5,5,5
MOR,United States,1961,?,6,?,C-119 Packet,transport aircraft,6,?,1962,Second hand,Second-hand; 'MAP' aid,3.6,21.6,21.6
MOR,United States,1966,?,6,?,C-119 Packet,transport aircraft,6,?,1966,Second hand,Second-hand; aid,3.6,21.6,21.6
MOR,United States,1976,,6,,C-130H Hercules,transport aircraft,6,?,1977; 1978,New,,28,168,168
MOR,United States,1980,,5,,C-130H Hercules,transport aircraft,5,,1981,New,,28,140,140
MOR,United States,1973,,6,,C-130H Hercules,transport aircraft,6,?,1974; 1975,New,,28,168,168
MOR,United States,1964,?,5,,C-47 Skytrain,transport aircraft,5,,1966,Second hand,Second-hand; part of $20 m aid,1,5,5
MOR,United States,1971,,1,,C-47 Skytrain,transport aircraft,1,,1971,Second hand,Aid,1,1,1
MOR,United States,1967,?,7,,C-47 Skytrain,transport aircraft,7,,1967,Second hand,Second-hand; aid,1,7,7
MOR,United States,1977,,1,,DE-1160,ASW sonar,1,,1983,New,For 1 Descubierta frigate from Spain; probably from Spanish production line; DE-1160B version,5,5,5
MOR,United States,1976,?,4500,?,FGM-77 Dragon,anti-tank missile,4500,?,1976; 1977; 1978; 1979,New,Deal also incl some 450 launchers,0.01,45,45
MOR,United States,1965,,24,,F-5A Freedom Fighter,FGA aircraft,24,?,1965; 1966; 1967,New,'MAP' aid; incl 2 RF-5A reconnaissance and 4 F-5B trainer versions,8,192,192
MOR,United States,1980,,24,,F-5E Tiger-2,FGA aircraft,24,?,1981; 1982; 1983,New,Incl 4 F-5F trainer version,10.5,252,252
MOR,United States,1989,,10,,F-5E Tiger-2,FGA aircraft,10,?,1989; 1990,Second hand,Second-hand but modernized in UK before delivery,4.2,42,42
MOR,United States,1962,?,6,,HH-43 Huskie,helicopter,6,,1966,New,'MAP' aid; HH-43F version,1.88,11.28,11.28
MOR,United States,1976,?,1,,HH-43 Huskie,helicopter,1,,1976,Second hand,Second-hand; 'MAP' aid; HH-43F version,0.75,0.75,0.75
MOR,United States,1965,?,10,?,J85,turbojet,10,?,1965; 1966; 1967,New,Spares for F-5A combat aircraft,0.6,6,6
MOR,United States,1980,?,12,?,J85,turbojet,12,?,1981; 1982; 1983,New,Spares for F-5E combat aircraft,0.6,7.2,7.2
MOR,United States,1980,,2,,KC-130H Hercules,tanker/transport aircraft,2,,1981,New,,38,76,76
MOR,United States,1973,,6,,King Air,light transport aircraft,6,?,1974; 1975,New,King Air-100 version,2.85,17.1,17.1
MOR,United States,1981,?,3,,King Air,light transport aircraft,3,,1982; 1983,New,,2.85,8.55,8.55
MOR,United States,1981,?,30,?,M-101A1 105mm,towed gun,30,?,1981,Second hand,Supplier uncertain; probably second-hand,0.18,5.4,5.4
MOR,United States,1976,?,36,?,M-109A1 155mm,self-propelled gun,36,?,1978; 1979,New,M-109A1B version,1.1,39.6,39.6
MOR,United States,1980,?,3,,M-109A1 155mm,self-propelled gun,3,?,1981,New,M-109A2 version,1.1,3.3,3.3
MOR,United States,1975,,334,,M-113,APC,334,?,1978; 1979; 1980,New,M-113A1 version,0.25,83.5,83.5
MOR,United States,1982,?,20,?,M-113,APC,20,?,1982,New,M-125A1 81mm mortar carrier version,0.25,5,5
MOR,United States,1964,?,86,?,M-113,APC,86,?,1965,New,,0.25,21.5,21.5
MOR,United States,1976,?,14,?,M-114 155mm,towed gun,14,?,1976,Second hand,Second-hand,0.2,2.8,2.8
MOR,United States,1976,,60,,M-163 VADS,self-propelled AA gun,60,?,1979; 1980,New,,1,60,60
MOR,United States,1976,?,40,?,M-167 Vulcan,AA gun,40,?,1980,New,No. could be 70,0.4,16,16
MOR,United States,1964,?,40,?,M-3/M-5 Half-track,APC,40,?,1965,Second hand,Supplier uncertain; probably Second-hand,0.06,2.4,2.4
MOR,United States,1974,,37,,M-48 Chaparral,mobile SAM system,37,?,1976; 1977,New,$1.9 m deal,1,37,37
MOR,United States,1973,?,25,,M-48A3 Patton,tank,25,,1974,Second hand,Second-hand,0.6,15,15
MOR,United States,1975,,100,,M-48A3 Patton,tank,100,?,1977,Second hand,Second-hand,0.6,60,60
MOR,United States,1987,,100,,M-48A5 Patton,tank,100,?,1988; 1989,Second hand,Second-hand; $68 m deal,0.7,70,70
MOR,United States,1966,?,50,,M-56 Scorpion,self-propelled gun,50,?,1968,Second hand,Second-hand,0.1,5.2,5.2
MOR,United States,1991,,60,,M-60A1 Patton-2,tank,60,,1991,Second hand,Second-hand; $13 m deal,0.72,43.2,43.2
MOR,United States,1963,?,15,,M-8 Greyhound,armoured car,15,,1966,Second hand,Second-hand,0.08,1.14,1.14
MOR,United States,1985,?,12,?,M-88,ARV,12,?,1986,New,M-88A1 version,1.5,18,18
MOR,United States,1974,,504,,MIM-72C Chaparral,SAM,504,?,1976; 1977,New,,0.11,55.44,55.44
MOR,United States,1974,?,18,?,MPQ-49 FAAR,air search radar,18,?,1976; 1977,New,,4.5,81,81
MOR,United States,1963,?,1,,Hiller-12/OH-23 Raven,light helicopter,1,,1964,New,Hiller-12E/OH-23G version,0.24,0.24,0.24
MOR,United States,1980,?,6,,OV-10 Bronco,ground attack aircraft,6,,1981,Second hand but modernized,Second-hand; $17.5 m deal incl $3.1 m for modernization before delivery; original request for 24 new OV-10s vetoed by US Congress,2.97,17.82,17.82
MOR,United States,1963,,1,,PC-1604,patrol craft,1,,1964,New,Probably aid; from French production line,15,15,15
MOR,United States,1986,,6,?,R4E Skyeye,UAV,6,?,1988,New,,0.1,0.6,0.6
MOR,United States,1964,?,1,,SPS-6,air search radar,1,,1965,New,For modernization of 1 River frigate,5,5,5
MOR,United States,1975,,12,,T-34C Turbo Mentor,trainer aircraft,12,,1978,New,,1.35,16.2,16.2
MOR,United States,1975,,495,?,BGM-71 TOW,anti-tank missile,495,?,1976; 1977; 1978,New,,0.01,4.95,4.95
MOR,United States,1985,?,200,?,BGM-71 TOW,anti-tank missile,200,?,1987,New,BGM-71C ITOW version,0.01,2,2
MOR,United States,1977,?,6,,TPS-43,air search radar,6,?,1981; 1982; 1983,New,$20 m deal (part of $200m deal for air surveillance network),9,54,54
MOR,United States,1977,?,8,,TPS-63,air search radar,8,?,1981; 1982; 1983,New,$16 m deal (part of $200 m deal for air surveillance network),5,40,40
MOR,Soviet Union,1966,?,36,?,BM-21 Grad 122mm,self-propelled MRL,36,?,1967; 1968,New,,0.6,21.6,21.6
MOR,Soviet Union,1980,?,10,?,D-30 122mm,towed gun,10,?,1981,Second hand,Supplier uncertain; possibly captured from Polisario,0.14,1.4,1.4
MOR,Soviet Union,1960,?,2,,Il-28,bomber aircraft,2,,1961,Second hand,Second-hand; aid,2.88,5.76,5.76
MOR,Soviet Union,1960,?,12,?,KS-19 100mm,AA gun,12,?,1961; 1962,Second hand,Second-hand,0.24,2.88,2.88
MOR,Soviet Union,1960,?,2,,MiG-15UTI,trainer aircraft,2,,1961,Second hand,Second-hand; aid,1.2,2.4,2.4
MOR,Soviet Union,1960,,12,,MiG-17,fighter aircraft,12,,1961,Second hand,Second-hand; aid,1.4,16.8,16.8
MOR,Soviet Union,1962,?,30,,ML-20 152mm,towed gun,30,?,1962,Second hand,Second-hand,0.2,6,6
MOR,Soviet Union,1960,,2,?,SON-9,fire control radar,2,?,1961; 1962,New,For KS-19 100mm AA guns; status uncertain,0.6,1.2,1.2
MOR,Soviet Union,1961,?,25,?,SU-100,tank destroyer,25,?,1962,Second hand,Second-hand,0.4,10,10
MOR,Soviet Union,1966,?,80,,T-54,tank,80,?,1967; 1968,Second hand,Probably second-hand,0.44,35.2,35.2
MOR,Soviet Union,1960,?,40,?,T-54,tank,40,?,1962,New,,1.1,44,44
MZM,Czechoslovakia,1977,?,10,,T-34-85,tank,10,?,1977,Second hand,Second-hand; T-34-85CZ version,0.38,3.8,3.8
MZM,East Germany (GDR),1980,,1,?,MiG-15UTI,trainer aircraft,1,?,1981,Second hand,Second-hand,1.2,1.2,1.2
MZM,East Germany (GDR),1980,,12,,MiG-17,fighter aircraft,12,,1981,Second hand,Second-hand; aid; MiG-17F version,1.4,16.8,16.8
MZM,East Germany (GDR),1977,?,150,?,T-34-85,tank,150,?,1977; 1978; 1979; 1980,Second hand,Second-hand; supplier could be or incl Soviet Union or other Warsaw Pact countries,0.38,57,57
MZM,Portugal,1975,,1,,Alfange,landing craft,1,,1975,Second hand,Second-hand; handed over at independence,6,6,6
MZM,Portugal,1975,,2,?,Auster AOP,light aircraft,2,?,1975,Second hand,Second-hand; handed over at independence,0.03,0.06,0.06
MZM,Portugal,1975,,1,,Bangor,minesweeper,1,,1975,Second hand,Second-hand; handed over at independence; used as survey ship,7.2,7.2,7.2
MZM,Portugal,1975,,5,,C-47 Skytrain,transport aircraft,5,,1975,Second hand,Second-hand; handed over at independence,1,5,5
MZM,Portugal,1975,,4,?,Cessna-180 Skywagon,light aircraft,4,?,1975,Second hand,Second-hand; handed over at independence; Cessna-182 version,0.07,0.29,0.29
MZM,Portugal,1975,,4,,Do-27,light transport aircraft,4,,1975,Second hand,Second-hand; handed over at independence,0.05,0.19,0.19
MZM,Portugal,1975,,2,,Noratlas,transport aircraft,2,?,1975,Second hand,Second-hand; handed over at independence,2.8,5.6,5.6
MZM,Portugal,1975,?,4,,Noratlas,transport aircraft,4,,1976,Second hand but modernized,Second-hand but modernized before delivery,4.62,18.48,18.48
MZM,Portugal,1975,,4,?,PA-28 Cherokee,light aircraft,4,?,1975,Second hand,Second-hand; handed over at independence,0.06,0.22,0.22
MZM,Portugal,1975,,7,,SA-316B Alouette-3,light helicopter,7,,1975,Second hand,Second-hand; handed over at independence,0.36,2.52,2.52
MZM,Portugal,1975,,12,?,T-6 Texan,trainer aircraft,12,?,1975,Second hand,Second-hand; handed over at independence; no. could be 15,0.1,1.2,1.2
MZM,Soviet Union,1983,?,2,?,9K31,mobile SAM system,2,?,1984,New,,1,2,2
MZM,Soviet Union,1977,,2,,An-26,transport aircraft,2,,1978,New,Possibly incl for combat role,8.5,17,17
MZM,Soviet Union,1980,?,9,?,An-26,transport aircraft,9,?,1981; 1982; 1983; 1984; 1985,New,Possibly incl for combat role,8.5,76.5,76.5
MZM,Soviet Union,1976,,30,?,BM-21 Grad 122mm,self-propelled MRL,30,?,1976; 1977; 1978,New,,0.6,18,18
MZM,Soviet Union,1976,,20,?,BRDM-1,reconnaissance AV,20,?,1977,Second hand,Second-hand,0.05,0.96,0.96
MZM,Soviet Union,1979,?,31,?,BRDM-1,reconnaissance AV,31,?,1979; 1980,Second hand,Second-hand,0.05,1.49,1.49
MZM,Soviet Union,1979,?,56,?,BRDM-2,reconnaissance AV,56,?,1979; 1980; 1981,Second hand,Second-hand,0.06,3.36,3.36
MZM,Soviet Union,1979,?,20,?,BS-3 100mm,towed gun,20,?,1979,Second hand,Second-hand,0.14,2.8,2.8
MZM,Soviet Union,1980,?,100,?,BTR-152,APC,100,?,1980; 1981; 1982; 1983,Second hand,Second-hand,0.05,5.2,5.2
MZM,Soviet Union,1977,?,6,?,BTR-152,APC,6,?,1977,Second hand,Second-hand,0.05,0.31,0.31
MZM,Soviet Union,1977,,30,?,BTR-60PB,APC,30,?,1977,Second hand,Probably second-hand,0.1,3,3
MZM,Soviet Union,1979,,0,,BTR-60PB,APC,60,?,1981; 1982; 1983; 1984; 1985; 1986,Second hand,Second-hand Army,0.1,0,6
MZM,Soviet Union,1979,?,20,?,D-1 152mm,towed gun,20,?,1979,Second hand,Second-hand,0.2,4,4
MZM,Soviet Union,1981,?,0,,D-30 122mm,towed gun,20,?,1981,Second hand,Second-hand,0.14,0,2.8
MZM,Soviet Union,1977,?,20,,M-30 122mm,towed gun,20,?,1977,Second hand,Second-hand,0.18,3.6,3.6
MZM,Soviet Union,1979,?,24,?,M-46 130mm,towed gun,24,?,1979,Second hand,Probably second-hand,0.26,6.24,6.24
MZM,Soviet Union,1977,?,300,?,Malyutka,anti-tank missile,300,?,1977,New,,0.01,3,3
MZM,Soviet Union,1983,?,12,?,Mi-24D/Mi-25,combat helicopter,12,?,1984; 1985,New,,8.25,99,99
MZM,Soviet Union,1978,?,15,?,Mi-8T,transport helicopter,15,?,1978; 1979; 1980; 1981; 1982,New,,6,90,90
MZM,Soviet Union,1980,?,1,?,MiG-15UTI,trainer aircraft,1,?,1980,Second hand,Second-hand; aid,1.2,1.2,1.2
MZM,Soviet Union,1980,,11,?,MiG-17,fighter aircraft,11,?,1980,Second hand,Second-hand; MiG-17F version; no. could be around 24,1.4,15.4,15.4
MZM,Soviet Union,1977,?,35,?,MiG-21bis,fighter aircraft,35,?,1978,New,Possibly Second-hand; aid,12.5,437.5,437.5
MZM,Soviet Union,1976,?,8,,MiG-21bis,fighter aircraft,8,,1977,New,possibly Second-hand; aid,12.5,100,100
MZM,Soviet Union,1985,?,1,?,P-35 Saturn,air search radar,1,?,1986,New,,5,5,5
MZM,Soviet Union,1978,?,3,?,S-125 Pechora,SAM system,3,?,1979,New,,17.5,52.5,52.5
MZM,Soviet Union,1984,?,2,,SO-1,patrol craft,2,,1985,Second hand,Second-hand,6,12,12
MZM,Soviet Union,1983,?,30,?,Strela-1,SAM,30,?,1984,New,,0.06,1.8,1.8
MZM,Soviet Union,1976,,300,?,Strela-2,portable SAM,300,?,1976; 1977,New,,0.04,12,12
MZM,Soviet Union,1976,,40,?,T-34-85,tank,40,?,1976; 1977,Second hand,Second-hand,0.38,15.2,15.2
